source_id,2015-05-21,2015-05-22,2015-05-24,2015-05-25,2015-05-26,2015-05-27,2015-05-28,2015-05-29,2015-05-30,2015-05-31,2015-06-03,2015-06-04,2015-06-05,2015-06-06,2015-06-07,2015-06-08,2015-06-09,2015-06-10,2015-06-11,2015-06-12,2015-06-13,2015-06-14,2015-06-15,2015-06-16,2015-06-17,2015-06-18,2015-06-19,2015-06-20,2015-06-21,2015-06-22,2015-06-23,2015-06-24,2015-06-25,2015-06-29,2015-07-01,2015-07-02,2015-07-03,2015-07-05,2015-07-06,2015-07-09,2015-07-10,2015-07-13,2015-07-14,2015-07-16,2015-07-20,2015-07-21,2015-07-22,2015-07-29,2015-08-04,2015-08-05,2015-08-10,2015-08-11,2015-08-18,2015-08-20,2015-08-21,2015-08-23,2015-08-24,2015-08-27,2015-08-31,2015-09-02,2015-09-03,2015-09-06,2015-09-09,2015-09-11,2015-09-18,2015-09-20,2015-09-21,2015-09-27,2015-10-06,2015-10-09,2015-10-13,2015-10-19,2015-10-20,2015-10-28,2015-11-03,2015-11-04,2015-11-06,2015-11-08,2015-11-09,2015-11-11,2015-11-12,2015-11-17,2015-11-18,2015-11-23,2015-11-24,2015-12-01,2015-12-23,2016-01-02,2016-01-09,2016-01-11,2016-01-17,2016-01-21,2016-01-22,2016-01-27,2016-01-28,2016-01-29,2016-01-30,2016-02-02,2016-02-05,2016-02-09,2016-02-11,2016-02-12,2016-02-15,2016-02-18,2016-02-19,2016-02-21,2016-02-24,2016-03-06,2016-03-11,2016-03-14,2016-03-18,2016-03-25,2016-03-26,2016-04-07,2016-04-11,2016-04-14,2016-04-17,2016-04-18,2016-04-20,2016-04-21,2016-04-22,2016-04-27,2016-04-29,2016-05-08,2016-05-10,2016-05-11,2016-05-14,2016-05-16,2016-05-21,2016-05-23,2016-05-26,2016-05-27,2016-05-28,2016-05-31,2016-06-02,2016-06-08,2016-06-09,2016-06-15,2016-06-17,2016-06-21,2016-06-23,2016-06-30,2016-07-04,2016-07-10,2016-07-14,2016-07-15,2016-07-18,2016-07-19,2016-08-03,2016-08-05,source_id
views,38,25,10,40,71,57,34,35,1,11,6,8,6,4,4,6,8,4,4,3,4,3,4,1,3,2,2,1,2,2,3,4,3,4,5,2,1,1,1,1,1,1,2,1,1,2,3,1,2,3,2,1,1,1,2,3,1,1,2,1,3,3,2,8,2,1,1,1,2,1,1,2,1,1,1,2,4,6,14,3,1,2,1,3,2,1,2,3,1,2,1,3,1,1,1,1,1,2,1,1,12,2,2,1,2,3,1,1,1,2,1,1,3,1,1,1,1,3,1,3,1,3,3,1,7,1,2,3,2,8,7,2,1,3,4,3,27,1,1,5,1,4,2,1,1,1,2,3,1,1,views
news,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,news
